Team,Ranking,Sport
Japan,1,Judo
Japan,1,Wrestling
Japan,1,Swimming
Japan,1,Softball
Japan,1,Softball
Japan,1,Archery
Japan,0.818181818,Football
Japan,0.7,Gymnastics
Japan,0.636363636,Gymnastics
Japan,0.6,Wrestling
Japan,0.6,Wrestling
Japan,0.583333333,Judo
Japan,0.571428571,Fencing
Japan,0.5,Judo
Japan,0.5,Boxing
Japan,0.5,Taekwondo
Japan,0.4,Sailing
Japan,0.375,Badminton
Japan,0.347826087,Swimming
Japan,0.333333333,Badminton
Japan,0.333333333,Weightlifting
Japan,0.333333333,Swimming
Japan,0.333333333,Swimming
Japan,0.333333333,Canoeing
Japan,0.333333333,Archery
Japan,0.272727273,Cycling
Japan,0.222222222,Synchronized Swimming
Japan,0.210526316,Athletics
Japan,0.166666667,Tennis
Japan,0.166666667,Cycling
Japan,0.142857143,Weightlifting
Japan,0.142857143,Fencing
Japan,0.138888889,Athletics
Japan,0.125,Wrestling
Japan,0.086956522,Athletics
Japan,0.025,Athletics
Japan,0.023255814,Athletics
Japan,0,Badminton
Japan,0,Badminton
Japan,0,Badminton
Japan,0,Sailing
Japan,0,Sailing
Japan,0,Sailing
Japan,0,Sailing
Japan,0,Weightlifting
Japan,0,Weightlifting
Japan,0,Weightlifting
Japan,0,Rowing
Japan,0,Rowing
Japan,0,Rowing
Japan,0,Rowing
Japan,0,Rowing
Japan,0,Boxing
Japan,0,Boxing
Japan,0,Boxing
Japan,0,Boxing
Japan,0,Gymnastics
Japan,0,Taekwondo
Japan,0,Taekwondo
Japan,0,Taekwondo
Japan,0,Taekwondo
Japan,0,Fencing
Japan,0,Fencing
Japan,0,Fencing
Japan,0,Basketball
Japan,0,Basketball
Japan,0,Diving
Japan,0,Diving
Japan,0,Diving
Japan,0,Diving
Japan,0,Diving
Japan,0,Canoeing
Japan,0,Canoeing
Japan,0,Canoeing
Japan,0,Canoeing
Japan,0,Football
Japan,0,Football
Japan,0,Football
Japan,0,Football
Japan,0,Tennis
Japan,0,Tennis
Japan,0,Tennis
Japan,0,Tennis
Japan,0,Cycling
Japan,0,Cycling
Japan,0,Cycling
Japan,0,Hockey
Japan,0,Hockey
Japan,0,Hockey
Japan,0,Hockey
Japan,0,Water Polo
Japan,0,Equestrianism
Japan,0,Equestrianism
Japan,0,Equestrianism
Japan,0,Equestrianism
Japan,0,Equestrianism
Japan,0,Archery
Japan,0,Archery
Japan,0,Archery
Japan,0,Volleyball
Japan,0,Volleyball
Japan,0,Volleyball
Japan,0,Synchronized Swimming
Japan,0,Shooting
Japan,0,Shooting
Japan,0,Shooting
Japan,0,Shooting
Japan,0,Shooting
Japan,0,Modern Pentathlon
Japan,0,Modern Pentathlon
Japan,0,Modern Pentathlon
Japan,0,Table Tennis
Japan,0,Table Tennis
Japan,0,Table Tennis
Japan,0,Table Tennis
Japan,0,Baseball
Japan,0,Baseball
Japan,0,Rhythmic Gymnastics
Japan,0,Rhythmic Gymnastics
Japan,0,Rhythmic Gymnastics
Japan,0,Rhythmic Gymnastics
Japan,0,Rhythmic Gymnastics
Japan,0,Rugby Sevens
Japan,0,Trampolining
Japan,0,Trampolining
Japan,0,Trampolining
Japan,0,Trampolining
Japan,0,Trampolining
Japan,0,Beach Volleyball
Japan,0,Beach Volleyball
Japan,0,Beach Volleyball
Japan,0,Beach Volleyball
Japan,0,Triathlon
Japan,0,Triathlon
Japan,0,Triathlon
Japan,0,Triathlon
Japan,0,Triathlon
Japan,0,Golf
Jordan,1,Taekwondo
Jordan,0,Judo
Jordan,0,Athletics
Jordan,0,Athletics
Jordan,0,Athletics
Jordan,0,Athletics
Jordan,0,Athletics
Jordan,0,Swimming
Jordan,0,Swimming
Jordan,0,Swimming
Jordan,0,Swimming
Jordan,0,Swimming
Jordan,0,Boxing
Jordan,0,Boxing
Jordan,0,Taekwondo
Jordan,0,Taekwondo
Jordan,0,Taekwondo
Jordan,0,Taekwondo
Jordan,0,Equestrianism
Jordan,0,Equestrianism
Jordan,0,Equestrianism
Jordan,0,Equestrianism
Jordan,0,Shooting
Jordan,0,Table Tennis
Jordan,0,Table Tennis
Jordan,0,Table Tennis
Jordan,0,Triathlon
Kazakhstan,1,Cycling
Kazakhstan,0.833333333,Wrestling
Kazakhstan,0.75,Weightlifting
Kazakhstan,0.666666667,Weightlifting
Kazakhstan,0.625,Boxing
Kazakhstan,0.571428571,Weightlifting
Kazakhstan,0.571428571,Boxing
Kazakhstan,0.5,Swimming
Kazakhstan,0.5,Boxing
Kazakhstan,0.5,Taekwondo
Kazakhstan,0.428571429,Wrestling
Kazakhstan,0.4,Judo
Kazakhstan,0.4,Boxing
Kazakhstan,0.375,Wrestling
Kazakhstan,0.363636364,Boxing
Kazakhstan,0.333333333,Weightlifting
Kazakhstan,0.214285714,Wrestling
Kazakhstan,0.2,Cycling
Kazakhstan,0.142857143,Athletics
Kazakhstan,0.125,Judo
Kazakhstan,0.090909091,Wrestling
Kazakhstan,0.066666667,Athletics
Kazakhstan,0.043478261,Athletics
Kazakhstan,0.04,Athletics
Kazakhstan,0,Judo
Kazakhstan,0,Judo
Kazakhstan,0,Judo
Kazakhstan,0,Athletics
Kazakhstan,0,Handball
Kazakhstan,0,Weightlifting
Kazakhstan,0,Rowing
Kazakhstan,0,Rowing
Kazakhstan,0,Rowing
Kazakhstan,0,Rowing
Kazakhstan,0,Swimming
Kazakhstan,0,Swimming
Kazakhstan,0,Swimming
Kazakhstan,0,Swimming
Kazakhstan,0,Gymnastics
Kazakhstan,0,Gymnastics
Kazakhstan,0,Gymnastics
Kazakhstan,0,Taekwondo
Kazakhstan,0,Taekwondo
Kazakhstan,0,Taekwondo
Kazakhstan,0,Fencing
Kazakhstan,0,Fencing
Kazakhstan,0,Fencing
Kazakhstan,0,Diving
Kazakhstan,0,Canoeing
Kazakhstan,0,Canoeing
Kazakhstan,0,Canoeing
Kazakhstan,0,Canoeing
Kazakhstan,0,Canoeing
Kazakhstan,0,Tennis
Kazakhstan,0,Tennis
Kazakhstan,0,Cycling
Kazakhstan,0,Cycling
Kazakhstan,0,Cycling
Kazakhstan,0,Water Polo
Kazakhstan,0,Water Polo
Kazakhstan,0,Water Polo
Kazakhstan,0,Archery
Kazakhstan,0,Archery
Kazakhstan,0,Archery
Kazakhstan,0,Archery
Kazakhstan,0,Archery
Kazakhstan,0,Volleyball
Kazakhstan,0,Synchronized Swimming
Kazakhstan,0,Synchronized Swimming
Kazakhstan,0,Synchronized Swimming
Kazakhstan,0,Synchronized Swimming
Kazakhstan,0,Synchronized Swimming
Kazakhstan,0,Shooting
Kazakhstan,0,Shooting
Kazakhstan,0,Shooting
Kazakhstan,0,Shooting
Kazakhstan,0,Shooting
Kazakhstan,0,Modern Pentathlon
Kazakhstan,0,Modern Pentathlon
Kazakhstan,0,Modern Pentathlon
Kazakhstan,0,Modern Pentathlon
Kazakhstan,0,Table Tennis
Kazakhstan,0,Table Tennis
Kazakhstan,0,Rhythmic Gymnastics
Kazakhstan,0,Rhythmic Gymnastics
Kazakhstan,0,Rhythmic Gymnastics
Kazakhstan,0,Rhythmic Gymnastics
Kazakhstan,0,Trampolining
Kazakhstan,0,Triathlon
Kazakhstan,0,Triathlon
Kazakhstan,0,Triathlon
Kenya,0.75,Athletics
Kenya,0.419354839,Athletics
Kenya,0.35,Athletics
Kenya,0.268292683,Athletics
Kenya,0.194444444,Athletics
Kenya,0,Judo
Kenya,0,Weightlifting
Kenya,0,Weightlifting
Kenya,0,Rowing
Kenya,0,Rowing
Kenya,0,Swimming
Kenya,0,Swimming
Kenya,0,Swimming
Kenya,0,Swimming
Kenya,0,Swimming
Kenya,0,Boxing
Kenya,0,Boxing
Kenya,0,Boxing
Kenya,0,Boxing
Kenya,0,Taekwondo
Kenya,0,Cycling
Kenya,0,Archery
Kenya,0,Archery
Kenya,0,Volleyball
Kenya,0,Volleyball
Kenya,0,Rugby Sevens
Kiribati,0,Athletics
Kiribati,0,Athletics
Kiribati,0,Athletics
Kiribati,0,Athletics
Kiribati,0,Weightlifting
Kiribati,0,Weightlifting
Kiribati,0,Weightlifting
Kiribati,0,Weightlifting
Kosovo,1,Judo
Kosovo,0,Athletics
Kosovo,0,Swimming
Kosovo,0,Cycling
Kosovo,0,Shooting
Kuwait,0.5,Shooting
Kuwait,0.2,Shooting
Kuwait,0,Judo
Kuwait,0,Judo
Kuwait,0,Athletics
Kuwait,0,Athletics
Kuwait,0,Athletics
Kuwait,0,Athletics
Kuwait,0,Swimming
Kuwait,0,Swimming
Kuwait,0,Swimming
Kuwait,0,Taekwondo
Kuwait,0,Fencing
Kuwait,0,Football
Kuwait,0,Shooting
Kuwait,0,Shooting
Kuwait,0,Table Tennis
Kuwait,0,Table Tennis
Kyrgyzstan,1,Wrestling
Kyrgyzstan,0.25,Judo
Kyrgyzstan,0,Judo
Kyrgyzstan,0,Judo
Kyrgyzstan,0,Judo
Kyrgyzstan,0,Judo
Kyrgyzstan,0,Sailing
Kyrgyzstan,0,Athletics
Kyrgyzstan,0,Athletics
Kyrgyzstan,0,Athletics
Kyrgyzstan,0,Athletics
Kyrgyzstan,0,Athletics
Kyrgyzstan,0,Weightlifting
Kyrgyzstan,0,Weightlifting
Kyrgyzstan,0,Weightlifting
Kyrgyzstan,0,Weightlifting
Kyrgyzstan,0,Weightlifting
Kyrgyzstan,0,Wrestling
Kyrgyzstan,0,Wrestling
Kyrgyzstan,0,Wrestling
Kyrgyzstan,0,Wrestling
Kyrgyzstan,0,Swimming
Kyrgyzstan,0,Swimming
Kyrgyzstan,0,Swimming
Kyrgyzstan,0,Swimming
Kyrgyzstan,0,Swimming
Kyrgyzstan,0,Boxing
Kyrgyzstan,0,Boxing
Kyrgyzstan,0,Boxing
Kyrgyzstan,0,Boxing
Kyrgyzstan,0,Taekwondo
Kyrgyzstan,0,Taekwondo
Kyrgyzstan,0,Fencing
Kyrgyzstan,0,Fencing
Kyrgyzstan,0,Cycling
Kyrgyzstan,0,Cycling
Kyrgyzstan,0,Shooting
Kyrgyzstan,0,Shooting
Kyrgyzstan,0,Shooting
Kyrgyzstan,0,Shooting
Kyrgyzstan,0,Modern Pentathlon
Laos,0,Judo
Laos,0,Athletics
Laos,0,Athletics
Laos,0,Athletics
Laos,0,Athletics
Laos,0,Athletics
Laos,0,Swimming
Laos,0,Swimming
Laos,0,Swimming
Laos,0,Swimming
Laos,0,Swimming
Laos,0,Cycling
Laos,0,Archery
Latvia,2,Beach Volleyball
Latvia,1,Weightlifting
Latvia,1,Gymnastics
Latvia,1,Gymnastics
Latvia,0.5,Cycling
Latvia,0.5,Cycling
Latvia,0.5,Modern Pentathlon
Latvia,0.333333333,Athletics
Latvia,0.2,Athletics
Latvia,0.058823529,Athletics
Latvia,0,Judo
Latvia,0,Judo
Latvia,0,Judo
Latvia,0,Judo
Latvia,0,Judo
Latvia,0,Sailing
Latvia,0,Sailing
Latvia,0,Sailing
Latvia,0,Athletics
Latvia,0,Athletics
Latvia,0,Weightlifting
Latvia,0,Weightlifting
Latvia,0,Weightlifting
Latvia,0,Weightlifting
Latvia,0,Wrestling
Latvia,0,Wrestling
Latvia,0,Wrestling
Latvia,0,Wrestling
Latvia,0,Rowing
Latvia,0,Swimming
Latvia,0,Swimming
Latvia,0,Swimming
Latvia,0,Swimming
Latvia,0,Swimming
Latvia,0,Gymnastics
Latvia,0,Fencing
Latvia,0,Basketball
Latvia,0,Canoeing
Latvia,0,Canoeing
Latvia,0,Canoeing
Latvia,0,Canoeing
Latvia,0,Canoeing
Latvia,0,Tennis
Latvia,0,Tennis
Latvia,0,Cycling
Latvia,0,Cycling
Latvia,0,Cycling
Latvia,0,Shooting
Latvia,0,Shooting
Latvia,0,Shooting
Latvia,0,Shooting
Latvia,0,Shooting
Latvia,0,Modern Pentathlon
Latvia,0,Modern Pentathlon
Latvia,0,Modern Pentathlon
Latvia,0,Modern Pentathlon
Latvia,0,Table Tennis
Latvia,0,Beach Volleyball
Latvia,0,Beach Volleyball
Lebanon,0,Judo
Lebanon,0,Judo
Lebanon,0,Judo
Lebanon,0,Athletics
Lebanon,0,Athletics
Lebanon,0,Athletics
Lebanon,0,Athletics
Lebanon,0,Athletics
Lebanon,0,Weightlifting
Lebanon,0,Swimming
Lebanon,0,Swimming
Lebanon,0,Swimming
Lebanon,0,Swimming
Lebanon,0,Swimming
Lebanon,0,Taekwondo
Lebanon,0,Fencing
Lebanon,0,Fencing
Lebanon,0,Canoeing
Lebanon,0,Shooting
Lebanon,0,Shooting
Lebanon,0,Shooting
Lebanon,0,Shooting
Lebanon,0,Shooting
Lebanon,0,Table Tennis
Lebanon,0,Table Tennis
Lesotho,0,Athletics
Lesotho,0,Athletics
Lesotho,0,Athletics
Lesotho,0,Athletics
Lesotho,0,Athletics
Lesotho,0,Swimming
Lesotho,0,Boxing
Lesotho,0,Boxing
Lesotho,0,Boxing
Lesotho,0,Taekwondo
Lesotho,0,Taekwondo
Lesotho,0,Cycling
Liberia,0,Athletics
Liberia,0,Athletics
Liberia,0,Athletics
Liberia,0,Athletics
Liberia,0,Athletics
Libya,0,Judo
Libya,0,Judo
Libya,0,Judo
Libya,0,Judo
Libya,0,Judo
Libya,0,Athletics
Libya,0,Athletics
Libya,0,Athletics
Libya,0,Athletics
Libya,0,Athletics
Libya,0,Weightlifting
Libya,0,Rowing
Libya,0,Swimming
Libya,0,Swimming
Libya,0,Swimming
Libya,0,Swimming
Libya,0,Taekwondo
Libya,0,Taekwondo
Libya,0,Taekwondo
Libya,0,Cycling
Libya,0,Archery
Liechtenstein,0,Judo
Liechtenstein,0,Athletics
Liechtenstein,0,Athletics
Liechtenstein,0,Swimming
Liechtenstein,0,Swimming
Liechtenstein,0,Tennis
Liechtenstein,0,Tennis
Liechtenstein,0,Shooting
Liechtenstein,0,Shooting
Liechtenstein,0,Shooting
Lithuania,1.2,Basketball
Lithuania,1,Sailing
Lithuania,1,Weightlifting
Lithuania,1,Wrestling
Lithuania,1,Rowing
Lithuania,1,Swimming
Lithuania,1,Canoeing
Lithuania,1,Shooting
Lithuania,1,Modern Pentathlon
Lithuania,0.5,Athletics
Lithuania,0.5,Wrestling
Lithuania,0.5,Boxing
Lithuania,0.5,Modern Pentathlon
Lithuania,0.4,Rowing
Lithuania,0.333333333,Canoeing
Lithuania,0.166666667,Cycling
Lithuania,0.125,Athletics
Lithuania,0.055555556,Athletics
Lithuania,0,Judo
Lithuania,0,Judo
Lithuania,0,Judo
Lithuania,0,Judo
Lithuania,0,Judo
Lithuania,0,Badminton
Lithuania,0,Badminton
Lithuania,0,Sailing
Lithuania,0,Sailing
Lithuania,0,Sailing
Lithuania,0,Sailing
Lithuania,0,Athletics
Lithuania,0,Athletics
Lithuania,0,Weightlifting
Lithuania,0,Weightlifting
Lithuania,0,Weightlifting
Lithuania,0,Wrestling
Lithuania,0,Wrestling
Lithuania,0,Wrestling
Lithuania,0,Rowing
Lithuania,0,Rowing
Lithuania,0,Rowing
Lithuania,0,Swimming
Lithuania,0,Swimming
Lithuania,0,Swimming
Lithuania,0,Swimming
Lithuania,0,Boxing
Lithuania,0,Boxing
Lithuania,0,Boxing
Lithuania,0,Boxing
Lithuania,0,Gymnastics
Lithuania,0,Gymnastics
Lithuania,0,Gymnastics
Lithuania,0,Gymnastics
Lithuania,0,Basketball
Lithuania,0,Basketball
Lithuania,0,Basketball
Lithuania,0,Basketball
Lithuania,0,Canoeing
Lithuania,0,Canoeing
Lithuania,0,Canoeing
Lithuania,0,Tennis
Lithuania,0,Cycling
Lithuania,0,Cycling
Lithuania,0,Cycling
Lithuania,0,Cycling
Lithuania,0,Shooting
Lithuania,0,Shooting
Lithuania,0,Shooting
Lithuania,0,Shooting
Lithuania,0,Modern Pentathlon
Lithuania,0,Modern Pentathlon
Lithuania,0,Modern Pentathlon
Lithuania,0,Table Tennis
Lithuania,0,Table Tennis
Luxembourg,0,Judo
Luxembourg,0,Judo
Luxembourg,0,Sailing
Luxembourg,0,Athletics
Luxembourg,0,Athletics
Luxembourg,0,Swimming
Luxembourg,0,Swimming
Luxembourg,0,Swimming
Luxembourg,0,Swimming
Luxembourg,0,Swimming
Luxembourg,0,Gymnastics
Luxembourg,0,Tennis
Luxembourg,0,Tennis
Luxembourg,0,Tennis
Luxembourg,0,Tennis
Luxembourg,0,Cycling
Luxembourg,0,Cycling
Luxembourg,0,Cycling
Luxembourg,0,Cycling
Luxembourg,0,Archery
Luxembourg,0,Archery
Luxembourg,0,Shooting
Luxembourg,0,Table Tennis
Luxembourg,0,Table Tennis
Luxembourg,0,Table Tennis
Luxembourg,0,Table Tennis
Luxembourg,0,Triathlon
Luxembourg,0,Triathlon
Luxembourg,0,Triathlon
Macedonia,0.5,Wrestling
Macedonia,0,Judo
Macedonia,0,Athletics
Macedonia,0,Athletics
Macedonia,0,Athletics
Macedonia,0,Athletics
Macedonia,0,Athletics
Macedonia,0,Wrestling
Macedonia,0,Wrestling
Macedonia,0,Swimming
Macedonia,0,Swimming
Macedonia,0,Swimming
Macedonia,0,Swimming
Macedonia,0,Swimming
Macedonia,0,Canoeing
Macedonia,0,Canoeing
Macedonia,0,Canoeing
Macedonia,0,Shooting
Macedonia,0,Shooting
Macedonia,0,Shooting
Macedonia,0,Shooting
Madagascar,0,Judo
Madagascar,0,Judo
Madagascar,0,Judo
Madagascar,0,Judo
Madagascar,0,Judo
Madagascar,0,Athletics
Madagascar,0,Athletics
Madagascar,0,Athletics
Madagascar,0,Athletics
Madagascar,0,Athletics
Madagascar,0,Weightlifting
Madagascar,0,Weightlifting
Madagascar,0,Wrestling
Madagascar,0,Swimming
Madagascar,0,Swimming
Madagascar,0,Swimming
Madagascar,0,Swimming
Madagascar,0,Swimming
Madagascar,0,Boxing
Madagascar,0,Boxing
Madagascar,0,Boxing
Madagascar,0,Tennis
Malawi,0,Athletics
Malawi,0,Athletics
Malawi,0,Athletics
Malawi,0,Athletics
Malawi,0,Athletics
Malawi,0,Swimming
Malawi,0,Swimming
Malawi,0,Swimming
Malawi,0,Swimming
Malawi,0,Archery
Malaysia,1.25,Badminton
Malaysia,0.5,Diving
Malaysia,0.5,Cycling
Malaysia,0.333333333,Badminton
Malaysia,0.333333333,Diving
Malaysia,0.166666667,Badminton
Malaysia,0,Badminton
Malaysia,0,Badminton
Malaysia,0,Sailing
Malaysia,0,Sailing
Malaysia,0,Sailing
Malaysia,0,Sailing
Malaysia,0,Sailing
Malaysia,0,Athletics
Malaysia,0,Athletics
Malaysia,0,Athletics
Malaysia,0,Athletics
Malaysia,0,Athletics
Malaysia,0,Weightlifting
Malaysia,0,Weightlifting
Malaysia,0,Weightlifting
Malaysia,0,Swimming
Malaysia,0,Swimming
Malaysia,0,Swimming
Malaysia,0,Swimming
Malaysia,0,Swimming
Malaysia,0,Gymnastics
Malaysia,0,Gymnastics
Malaysia,0,Taekwondo
Malaysia,0,Taekwondo
Malaysia,0,Taekwondo
Malaysia,0,Fencing
Malaysia,0,Diving
Malaysia,0,Diving
Malaysia,0,Diving
Malaysia,0,Cycling
Malaysia,0,Cycling
Malaysia,0,Cycling
Malaysia,0,Hockey
Malaysia,0,Archery
Malaysia,0,Archery
Malaysia,0,Archery
Malaysia,0,Archery
Malaysia,0,Shooting
Malaysia,0,Shooting
Malaysia,0,Shooting
Malaysia,0,Shooting
Malaysia,0,Shooting
Malaysia,0,Golf
Maldives,0,Badminton
Maldives,0,Athletics
Maldives,0,Athletics
Maldives,0,Athletics
Maldives,0,Athletics
Maldives,0,Athletics
Maldives,0,Swimming
Maldives,0,Swimming
Maldives,0,Swimming
Maldives,0,Swimming
Maldives,0,Swimming
Mali,0,Judo
Mali,0,Judo
Mali,0,Judo
Mali,0,Judo
Mali,0,Athletics
Mali,0,Athletics
Mali,0,Athletics
Mali,0,Athletics
Mali,0,Athletics
Mali,0,Swimming
Mali,0,Swimming
Mali,0,Swimming
Mali,0,Swimming
Mali,0,Swimming
Mali,0,Taekwondo
Mali,0,Taekwondo
Mali,0,Taekwondo
Mali,0,Basketball
Mali,0,Football
Malta,0,Judo
Malta,0,Judo
Malta,0,Judo
Malta,0,Sailing
Malta,0,Sailing
Malta,0,Athletics
Malta,0,Athletics
Malta,0,Athletics
Malta,0,Athletics
Malta,0,Athletics
Malta,0,Weightlifting
Malta,0,Swimming
Malta,0,Swimming
Malta,0,Swimming
Malta,0,Swimming
Malta,0,Swimming
Malta,0,Shooting
Malta,0,Shooting
Malta,0,Shooting
Malta,0,Shooting
Malta,0,Shooting
Marshall Islands,0,Athletics
Marshall Islands,0,Athletics
Marshall Islands,0,Athletics
Marshall Islands,0,Weightlifting
Marshall Islands,0,Swimming
Marshall Islands,0,Swimming
Marshall Islands,0,Swimming
Marshall Islands,0,Taekwondo
Mauritania,0,Athletics
Mauritania,0,Athletics
Mauritania,0,Athletics
Mauritania,0,Athletics
Mauritania,0,Athletics
Mauritius,1,Boxing
Mauritius,0,Judo
Mauritius,0,Judo
Mauritius,0,Judo
Mauritius,0,Badminton
Mauritius,0,Badminton
Mauritius,0,Badminton
Mauritius,0,Athletics
Mauritius,0,Athletics
Mauritius,0,Athletics
Mauritius,0,Athletics
Mauritius,0,Athletics
Mauritius,0,Weightlifting
Mauritius,0,Weightlifting
Mauritius,0,Weightlifting
Mauritius,0,Weightlifting
Mauritius,0,Swimming
Mauritius,0,Swimming
Mauritius,0,Swimming
Mauritius,0,Swimming
Mauritius,0,Swimming
Mauritius,0,Boxing
Mauritius,0,Boxing
Mauritius,0,Boxing
Mauritius,0,Boxing
Mauritius,0,Cycling
Mauritius,0,Cycling
Mauritius,0,Archery
Mauritius,0,Archery
Mauritius,0,Archery
Mauritius,0,Table Tennis
Mauritius,0,Beach Volleyball
Mauritius,0,Triathlon
Mauritius,0,Triathlon
Mexico,2,Archery
Mexico,1.25,Diving
Mexico,1.142857143,Football
Mexico,1,Weightlifting
Mexico,1,Taekwondo
Mexico,1,Taekwondo
Mexico,0.666666667,Diving
Mexico,0.5,Cycling
Mexico,0.5,Modern Pentathlon
Mexico,0.333333333,Taekwondo
Mexico,0.333333333,Taekwondo
Mexico,0.25,Taekwondo
Mexico,0.2,Boxing
Mexico,0.166666667,Boxing
Mexico,0.142857143,Diving
Mexico,0.111111111,Diving
Mexico,0.090909091,Athletics
Mexico,0.083333333,Athletics
Mexico,0.0625,Athletics
Mexico,0,Judo
Mexico,0,Judo
Mexico,0,Judo
Mexico,0,Judo
Mexico,0,Judo
Mexico,0,Badminton
Mexico,0,Badminton
Mexico,0,Badminton
Mexico,0,Sailing
Mexico,0,Sailing
Mexico,0,Sailing
Mexico,0,Sailing
Mexico,0,Sailing
Mexico,0,Athletics
Mexico,0,Athletics
Mexico,0,Weightlifting
Mexico,0,Weightlifting
Mexico,0,Weightlifting
Mexico,0,Weightlifting
Mexico,0,Wrestling
Mexico,0,Wrestling
Mexico,0,Wrestling
Mexico,0,Rowing
Mexico,0,Rowing
Mexico,0,Rowing
Mexico,0,Rowing
Mexico,0,Rowing
Mexico,0,Swimming
Mexico,0,Swimming
Mexico,0,Swimming
Mexico,0,Swimming
Mexico,0,Swimming
Mexico,0,Boxing
Mexico,0,Boxing
Mexico,0,Boxing
Mexico,0,Gymnastics
Mexico,0,Gymnastics
Mexico,0,Gymnastics
Mexico,0,Gymnastics
Mexico,0,Gymnastics
Mexico,0,Fencing
Mexico,0,Fencing
Mexico,0,Fencing
Mexico,0,Fencing
Mexico,0,Diving
Mexico,0,Canoeing
Mexico,0,Canoeing
Mexico,0,Canoeing
Mexico,0,Canoeing
Mexico,0,Football
Mexico,0,Football
Mexico,0,Tennis
Mexico,0,Tennis
Mexico,0,Cycling
Mexico,0,Cycling
Mexico,0,Cycling
Mexico,0,Cycling
Mexico,0,Equestrianism
Mexico,0,Equestrianism
Mexico,0,Equestrianism
Mexico,0,Equestrianism
Mexico,0,Equestrianism
Mexico,0,Archery
Mexico,0,Archery
Mexico,0,Archery
Mexico,0,Archery
Mexico,0,Volleyball
Mexico,0,Synchronized Swimming
Mexico,0,Synchronized Swimming
Mexico,0,Synchronized Swimming
Mexico,0,Synchronized Swimming
Mexico,0,Synchronized Swimming
Mexico,0,Shooting
Mexico,0,Shooting
Mexico,0,Shooting
Mexico,0,Shooting
Mexico,0,Shooting
Mexico,0,Modern Pentathlon
Mexico,0,Modern Pentathlon
Mexico,0,Modern Pentathlon
Mexico,0,Modern Pentathlon
Mexico,0,Table Tennis
Mexico,0,Table Tennis
Mexico,0,Table Tennis
Mexico,0,Beach Volleyball
Mexico,0,Beach Volleyball
Mexico,0,Beach Volleyball
Mexico,0,Beach Volleyball
Mexico,0,Triathlon
Mexico,0,Triathlon
Mexico,0,Triathlon
Mexico,0,Triathlon
Mexico,0,Golf
Moldova,1,Weightlifting
Moldova,1,Boxing
Moldova,1,Boxing
Moldova,1,Shooting
Moldova,0,Judo
Moldova,0,Judo
Moldova,0,Judo
Moldova,0,Judo
Moldova,0,Judo
Moldova,0,Athletics
Moldova,0,Athletics
Moldova,0,Athletics
Moldova,0,Athletics
Moldova,0,Athletics
Moldova,0,Weightlifting
Moldova,0,Weightlifting
Moldova,0,Weightlifting
Moldova,0,Weightlifting
Moldova,0,Wrestling
Moldova,0,Wrestling
Moldova,0,Wrestling
Moldova,0,Wrestling
Moldova,0,Wrestling
Moldova,0,Swimming
Moldova,0,Swimming
Moldova,0,Swimming
Moldova,0,Swimming
Moldova,0,Swimming
Moldova,0,Boxing
Moldova,0,Boxing
Moldova,0,Taekwondo
Moldova,0,Canoeing
Moldova,0,Tennis
Moldova,0,Cycling
Moldova,0,Cycling
Moldova,0,Cycling
Moldova,0,Archery
Moldova,0,Archery
Moldova,0,Shooting
Moldova,0,Shooting
Moldova,0,Shooting
Monaco,0,Judo
Monaco,0,Judo
Monaco,0,Judo
Monaco,0,Judo
Monaco,0,Sailing
Monaco,0,Athletics
Monaco,0,Athletics
Monaco,0,Athletics
Monaco,0,Athletics
Monaco,0,Weightlifting
Monaco,0,Rowing
Monaco,0,Rowing
Monaco,0,Swimming
Monaco,0,Swimming
Monaco,0,Swimming
Monaco,0,Gymnastics
Monaco,0,Taekwondo
Monaco,0,Shooting
Monaco,0,Shooting
Monaco,0,Shooting
Monaco,0,Triathlon
Mongolia,1,Boxing
Mongolia,1,Shooting
Mongolia,0.5,Boxing
Mongolia,0.25,Judo
Mongolia,0.222222222,Judo
Mongolia,0.2,Boxing
Mongolia,0.166666667,Judo
Mongolia,0.166666667,Wrestling
Mongolia,0.142857143,Judo
Mongolia,0,Judo
Mongolia,0,Athletics
Mongolia,0,Athletics
Mongolia,0,Athletics
Mongolia,0,Athletics
Mongolia,0,Athletics
Mongolia,0,Weightlifting
Mongolia,0,Weightlifting
Mongolia,0,Weightlifting
Mongolia,0,Wrestling
Mongolia,0,Wrestling
Mongolia,0,Wrestling
Mongolia,0,Wrestling
Mongolia,0,Swimming
Mongolia,0,Swimming
Mongolia,0,Swimming
Mongolia,0,Swimming
Mongolia,0,Swimming
Mongolia,0,Boxing
Mongolia,0,Boxing
Mongolia,0,Taekwondo
Mongolia,0,Archery
Mongolia,0,Archery
Mongolia,0,Shooting
Mongolia,0,Shooting
Mongolia,0,Shooting
Mongolia,0,Shooting
Montenegro,1,Handball
Montenegro,0,Judo
Montenegro,0,Judo
Montenegro,0,Judo
Montenegro,0,Sailing
Montenegro,0,Sailing
Montenegro,0,Athletics
Montenegro,0,Athletics
Montenegro,0,Athletics
Montenegro,0,Handball
Montenegro,0,Swimming
Montenegro,0,Swimming
Montenegro,0,Boxing
Montenegro,0,Boxing
Montenegro,0,Tennis
Montenegro,0,Water Polo
Montenegro,0,Water Polo
Montenegro,0,Water Polo
Montenegro,0,Shooting
Montenegro,0,Shooting
